date,time,booking_id,booking_status,customer_id,vehicle_type,pickup_location,drop_location,avg_vtat,avg_ctat,customer_cancel_reason,driver_cancel_reason,incomplete_reason,booking_value,ride_distance,driver_rating,customer_rating
16-11-2025,16:01,BLR4000032,Success,CUST10157,Bike,Kanakapura_Road,Banerghatta_Road,8.7,22,,,,59.75,2.7,5,3
26-11-2025,02:32,BLR4000033,Success,CUST10704,Prime_Plus,Whitefield,Wilson_Garden,6.2,21.1,,,,75.37,1.35,4,5
18-11-2025,15:44,BLR4000034,Success,CUST10380,Bike,Kengeri,Brookefield,12.8,25.3,,,,54.83,1.43,5,5
19-11-2025,11:58,BLR4000035,Success,CUST10038,eBike,Kanakapura_Road,Frazer_Town,12.6,29.4,,,,141.56,10.14,4,3
18-11-2025,23:59,BLR4000036,Cancelled_by_Customer,CUST10732,Bike,Banaswadi,Hennur,,,Change_of_plans,,,,,,
20-11-2025,19:51,BLR4000037,Success,CUST10301,Auto,Yelahanka,Sanjay_Nagar,8.4,18,,,,69.46,1.48,4,5
01-11-2025,04:19,BLR4000038,Success,CUST10548,Auto,BTM_Layout,Yelahanka,8,15.6,,,,59.14,2.65,3,5
09-11-2025,17:47,BLR4000039,Success,CUST10341,Prime_SUV,Richmond_Town,Sarjapur_Road,9.6,16.4,,,,61.48,1.42,3,4
14-11-2025,19:06,BLR4000040,Cancelled_by_Customer,CUST10125,Prime_SUV,Cooke_Town,Peenya,,,Driver_not_moving,,,,,,
01-11-2025,22:13,BLR4000041,Success,CUST10496,Auto,Domlur,Vijayanagar,7.7,18.2,,,,147.18,8.42,4,5
17-11-2025,01:30,BLR4000042,Success,CUST10361,Auto,Bommanahalli,Lavelle_Road,12.3,17.7,,,,42.93,1.18,3,4
08-11-2025,14:13,BLR4000043,Success,CUST10547,eBike,Banashankari,Wilson_Garden,14.7,17.6,,,,69.75,3.61,4,3
04-11-2025,23:48,BLR4000044,Incomplete,CUST10369,Mini,Yeshwanthpur,Koramangala,,,,,Customer_demand,,,,
21-11-2025,18:51,BLR4000045,Success,CUST10203,Auto,Bommanahalli,Rajajinagar,11.3,21,,,,73.63,1.74,4,5
23-11-2025,02:52,BLR4000046,Cancelled_by_Customer,CUST10120,Prime_Plus,Yeshwanthpur,Adugodi,,,Wrong_address,,,,,,
05-11-2025,05:02,BLR4000047,Success,CUST10178,Prime_Sedan,Yeshwanthpur,Kanakapura_Road,14.8,24.2,,,,111.36,4.19,4,3
21-11-2025,22:53,BLR4000048,Success,CUST10793,Bike,Whitefield,Sanjay_Nagar,4.1,23.9,,,,63.33,3.03,4,4
29-11-2025,04:18,BLR4000049,Cancelled_by_Customer,CUST10634,eBike,Cooke_Town,JP_Nagar,,,Driver_not_moving,,,,,,
06-11-2025,12:16,BLR4000050,Success,CUST10611,Prime_Plus,Kasturba_Road,Domlur,6.1,17.3,,,,140.57,4.25,5,4
05-11-2025,21:10,BLR4000051,Success,CUST10639,Bike,Brigade_Road,Kasturba_Road,4.2,7.6,,,,56.17,2.38,4,4
08-11-2025,19:52,BLR4000052,Success,CUST10118,Prime_Plus,Banaswadi,Brookefield,14.1,27.9,,,,146.02,7.73,4,4
03-11-2025,08:19,BLR4000053,Incomplete,CUST10443,Prime_Plus,New_BEL_Road,Banerghatta_Road,,,,,Customer_demand,,,,
29-11-2025,13:00,BLR4000054,Cancelled_by_Driver,CUST10588,Auto,Peenya,Jayanagar,,,,Exceeds_people_limit,,,,,
02-11-2025,14:04,BLR4000055,Success,CUST10337,eBike,Nagawara,Electronic_City,11.9,28,,,,264.86,13.32,4,5
13-11-2025,16:29,BLR4000056,Success,CUST10511,Mini,Indiranagar,Kasturba_Road,5.9,24,,,,94.88,4.33,5,5
30-11-2025,12:33,BLR4000057,Success,CUST10372,Prime_Plus,HSR_Layout,Sanjay_Nagar,11.2,19.6,,,,148.48,7.9,4,3
12-11-2025,10:13,BLR4000058,Success,CUST10035,Prime_Plus,Bellandur,Kasturba_Road,14.8,22.6,,,,67.69,2.51,3,5
27-11-2025,17:04,BLR4000059,Success,CUST10489,Prime_Sedan,Kanakapura_Road,New_BEL_Road,8,23.9,,,,111.47,2.95,4,5
26-11-2025,12:24,BLR4000060,Cancelled_by_Customer,CUST10227,Prime_Sedan,Whitefield,Shivaji_Nagar,,,Wrong_address,,,,,,
16-11-2025,13:30,BLR4000061,Success,CUST10521,Auto,Richmond_Town,Whitefield,11.5,29.9,,,,321.17,16.74,3,4
16-11-2025,04:28,BLR4000062,Cancelled_by_Customer,CUST10320,eBike,Richmond_Town,Rajajinagar,,,Driver_asked_to_cancel,,,,,,
29-11-2025,07:47,BLR4000063,Cancelled_by_Driver,CUST10790,eBike,Hennur,Yeshwanthpur,,,,Customer_issue,,,,,
17-11-2025,19:51,BLR4000064,Cancelled_by_Driver,CUST10797,Prime_SUV,Banaswadi,Banerghatta_Road,,,,Personal_and_car_issues,,,,,
10-11-2025,15:00,BLR4000065,Success,CUST10607,Bike,Indiranagar,BTM_Layout,5.8,16.2,,,,54.37,2.22,3,5
27-11-2025,13:56,BLR4000066,Cancelled_by_Driver,CUST10704,Mini,Brookefield,Kumaraswamy_Layout,,,,Exceeds_people_limit,,,,,
06-11-2025,04:18,BLR4000067,Cancelled_by_Customer,CUST10213,Prime_Sedan,Basavanagudi,Banerghatta_Road,,,Driver_not_moving,,,,,,
26-11-2025,16:57,BLR4000068,Success,CUST10794,Prime_Plus,Bommanahalli,Nagawara,7,24.4,,,,152.77,6.49,5,5
11-11-2025,12:56,BLR4000069,Cancelled_by_Driver,CUST10431,Bike,Brookefield,Jayanagar,,,,Personal_and_car_issues,,,,,
17-11-2025,02:33,BLR4000070,Success,CUST10059,Prime_Plus,Adugodi,New_BEL_Road,3.3,18.4,,,,63.83,2.26,5,3
23-11-2025,06:22,BLR4000071,Success,CUST10523,Auto,Basavanagudi,Yeshwanthpur,14.5,28.9,,,,64.11,3.1,4,4
16-11-2025,01:20,BLR4000072,Cancelled_by_Customer,CUST10510,Prime_Sedan,HSR_Layout,Basavanagudi,,,Driver_asked_to_cancel,,,,,,
30-11-2025,13:24,BLR4000073,Success,CUST10060,Prime_Plus,RT_Nagar,Nagawara,7.1,22.5,,,,68.63,2.58,4,3
12-11-2025,17:51,BLR4000074,Success,CUST10171,Auto,Cooke_Town,Vijayanagar,5.8,11,,,,141.99,10.18,3,4
17-11-2025,09:59,BLR4000075,Cancelled_by_Customer,CUST10553,eBike,Banerghatta_Road,Basavanagudi,,,Wrong_address,,,,,,
18-11-2025,01:46,BLR4000076,Cancelled_by_Customer,CUST10004,eBike,Wilson_Garden,Yeshwanthpur,,,Driver_not_moving,,,,,,
12-11-2025,04:59,BLR4000077,Incomplete,CUST10522,Prime_SUV,Horamavu,Kumaraswamy_Layout,,,,,Customer_demand,,,,
06-11-2025,20:39,BLR4000078,Success,CUST10748,eBike,Malleshwaram,Banaswadi,8.7,12.8,,,,75.68,1.86,4,4
15-11-2025,18:42,BLR4000079,Success,CUST10422,Prime_SUV,Sarjapur_Road,KR_Puram,12.6,21.5,,,,84.45,1.75,4,3
25-11-2025,17:38,BLR4000080,Success,CUST10368,Bike,Electronic_City,Lavelle_Road,3.3,10.8,,,,58.68,2.61,4,3
09-11-2025,16:53,BLR4000081,Cancelled_by_Customer,CUST10639,Prime_Sedan,New_BEL_Road,Wilson_Garden,,,Wrong_address,,,,,,
15-11-2025,20:21,BLR4000082,Success,CUST10045,Prime_Sedan,Kasturba_Road,Bommanahalli,10,15.5,,,,137.48,7.17,4,3
28-11-2025,16:18,BLR4000083,Success,CUST10187,Prime_SUV,Yelahanka,BTM_Layout,13.2,21.2,,,,127.69,6.51,3,3
13-11-2025,02:10,BLR4000084,Incomplete,CUST10150,Bike,Frazer_Town,Bellandur,,,,,Other_issue,,,,
15-11-2025,03:39,BLR4000085,Success,CUST10439,Prime_SUV,Sarjapur_Road,Peenya,1.4,19.6,,,,79.21,1.52,4,4
15-11-2025,05:18,BLR4000086,Success,CUST10664,Prime_Plus,Whitefield,Koramangala,8,23.5,,,,109.32,2.86,5,3
27-11-2025,23:49,BLR4000087,Cancelled_by_Driver,CUST10662,Mini,Marathahalli,JP_Nagar,,,,Exceeds_people_limit,,,,,
26-11-2025,19:52,BLR4000088,Cancelled_by_Customer,CUST10416,Prime_Sedan,Kasturba_Road,Brigade_Road,,,Driver_asked_to_cancel,,,,,,
16-11-2025,19:00,BLR4000089,Success,CUST10008,Prime_Plus,Electronic_City,KR_Puram,3,22.2,,,,65.66,2.38,5,4
02-11-2025,12:34,BLR4000090,Cancelled_by_Driver,CUST10277,Prime_Sedan,Sadashivanagar,Malleshwaram,,,,Customer_sick,,,,,
16-11-2025,18:16,BLR4000091,Success,CUST10639,Prime_SUV,Bommanahalli,Sarjapur_Road,6.2,12.6,,,,141.57,4.29,5,4
10-11-2025,14:09,BLR4000092,Success,CUST10501,eBike,Frazer_Town,Yelahanka,7.2,18.4,,,,82.84,4.8,5,4
05-11-2025,11:18,BLR4000093,Success,CUST10740,Prime_SUV,Kengeri,Sadashivanagar,11.7,27.4,,,,106.24,3.9,3,4
04-11-2025,08:18,BLR4000094,Success,CUST10604,Mini,Ulsoor,Nagawara,5.2,12.1,,,,159.96,6.89,4,4
16-11-2025,04:09,BLR4000095,Success,CUST10471,Prime_Sedan,Hennur,Yelahanka,12.9,27.3,,,,69.15,1.84,3,4
06-11-2025,08:23,BLR4000096,Cancelled_by_Driver,CUST10708,Mini,Jayanagar,Shivaji_Nagar,,,,Exceeds_people_limit,,,,,
04-11-2025,12:52,BLR4000097,Success,CUST10558,eBike,Bommanahalli,Sadashivanagar,11.4,17.7,,,,125.43,4.87,3,4
28-11-2025,08:21,BLR4000098,Success,CUST10182,Bike,Banashankari,Koramangala,11,18.7,,,,43.58,1.23,5,5
06-11-2025,10:08,BLR4000099,Cancelled_by_Customer,CUST10146,Prime_Sedan,Whitefield,HSR_Layout,,,Change_of_plans,,,,,,
06-11-2025,14:28,BLR4000100,Cancelled_by_Driver,CUST10632,eBike,Rajajinagar,Peenya,,,,Exceeds_people_limit,,,,,
22-11-2025,05:14,BLR4000101,Success,CUST10398,Prime_Plus,Kanakapura_Road,Malleshwaram,14.3,32.3,,,,92.54,2.11,4,5
09-11-2025,16:12,BLR4000102,Cancelled_by_Customer,CUST10447,Prime_SUV,Yelahanka,Brigade_Road,,,AC_not_working,,,,,,
19-11-2025,13:10,BLR4000103,Cancelled_by_Customer,CUST10192,Auto,Rajajinagar,Koramangala,,,Wrong_address,,,,,,
01-11-2025,23:28,BLR4000104,Success,CUST10556,Prime_Plus,MG_Road,Kumaraswamy_Layout,4,7.4,,,,150.46,6.36,4,3
01-11-2025,23:55,BLR4000105,Success,CUST10155,Prime_SUV,Indiranagar,Banerghatta_Road,10.5,29.2,,,,151.64,8.11,3,5
07-11-2025,19:04,BLR4000106,Incomplete,CUST10285,Prime_Sedan,Brookefield,New_BEL_Road,,,,,Vehicle_breakdown,,,,
26-11-2025,20:32,BLR4000107,Incomplete,CUST10366,eBike,Yelahanka,Nagawara,,,,,Customer_demand,,,,
13-11-2025,01:05,BLR4000108,Incomplete,CUST10607,Prime_Plus,New_BEL_Road,Wilson_Garden,,,,,Other_issue,,,,
05-11-2025,17:03,BLR4000109,Cancelled_by_Customer,CUST10565,Mini,Banerghatta_Road,Shivaji_Nagar,,,Driver_not_moving,,,,,,
08-11-2025,11:27,BLR4000110,Success,CUST10543,Mini,Koramangala,RT_Nagar,4.1,9.4,,,,96.36,3.35,4,3
22-11-2025,09:08,BLR4000111,Success,CUST10718,Bike,Basavanagudi,Banaswadi,3.5,21,,,,151.32,11.03,4,4
06-11-2025,08:04,BLR4000112,Success,CUST10608,Prime_SUV,Hennur,Mahadevapura,2.2,8,,,,240.96,8.71,4,4
07-11-2025,05:51,BLR4000113,Cancelled_by_Customer,CUST10344,Prime_SUV,Vijayanagar,Kasturba_Road,,,Change_of_plans,,,,,,
01-11-2025,13:20,BLR4000114,Cancelled_by_Customer,CUST10131,Mini,Yelahanka,Kumaraswamy_Layout,,,Wrong_address,,,,,,
29-11-2025,04:33,BLR4000115,Incomplete,CUST10178,Prime_SUV,Kanakapura_Road,Whitefield,,,,,Vehicle_breakdown,,,,
19-11-2025,19:36,BLR4000116,Cancelled_by_Customer,CUST10221,Bike,RT_Nagar,Koramangala,,,Driver_not_moving,,,,,,
24-11-2025,15:21,BLR4000117,Success,CUST10568,Bike,Bommanahalli,HSR_Layout,11.4,16.4,,,,72.55,2.77,4,4
12-11-2025,14:20,BLR4000118,Success,CUST10198,Prime_Sedan,Peenya,Electronic_City,9.2,24.4,,,,222.82,12.85,4,3
03-11-2025,14:42,BLR4000119,Cancelled_by_Customer,CUST10028,Prime_Plus,Kumaraswamy_Layout,Wilson_Garden,,,Driver_asked_to_cancel,,,,,,
16-11-2025,18:42,BLR4000120,Cancelled_by_Driver,CUST10219,Mini,JP_Nagar,JP_Nagar,,,,Exceeds_people_limit,,,,,
23-11-2025,08:10,BLR4000121,Cancelled_by_Customer,CUST10284,Prime_SUV,Banashankari,Mahadevapura,,,AC_not_working,,,,,,
16-11-2025,16:28,BLR4000122,Cancelled_by_Customer,CUST10143,Prime_SUV,Peenya,BTM_Layout,,,Driver_asked_to_cancel,,,,,,
13-11-2025,14:00,BLR4000123,Cancelled_by_Driver,CUST10505,Mini,Koramangala,Hennur,,,,Exceeds_people_limit,,,,,
07-11-2025,05:38,BLR4000124,Success,CUST10399,eBike,Banerghatta_Road,Yelahanka,3.9,7.8,,,,192.38,8.93,3,5
01-11-2025,22:06,BLR4000125,Success,CUST10637,Prime_SUV,Sanjay_Nagar,KR_Puram,13.6,22.5,,,,165.15,9.01,5,3
09-11-2025,14:10,BLR4000126,Success,CUST10326,Mini,Sarjapur_Road,Brigade_Road,6.2,23.7,,,,49.39,1.29,5,3
20-11-2025,21:23,BLR4000127,Incomplete,CUST10598,Mini,Bellandur,Horamavu,,,,,Vehicle_breakdown,,,,
19-11-2025,23:00,BLR4000128,Success,CUST10144,Prime_Sedan,Kasturba_Road,New_BEL_Road,11.6,14.9,,,,95.74,4.38,4,3
16-11-2025,21:32,BLR4000129,Success,CUST10174,Auto,Richmond_Town,KR_Puram,8.7,18.3,,,,86.7,3.84,5,5
06-11-2025,23:17,BLR4000130,Success,CUST10410,Prime_Sedan,Yeshwanthpur,Electronic_City,8.9,21.6,,,,230.53,13.37,4,4
27-11-2025,18:11,BLR4000131,Success,CUST10049,Prime_SUV,Hoodi,Hebbal,5.2,12.5,,,,119.63,3.32,4,5
26-11-2025,17:45,BLR4000132,Success,CUST10381,Bike,Electronic_City,Vijayanagar,9.7,17.7,,,,95.76,3.08,5,5
11-11-2025,00:51,BLR4000133,Incomplete,CUST10014,Bike,Kanakapura_Road,Bellandur,,,,,Vehicle_breakdown,,,,
27-11-2025,11:02,BLR4000134,Cancelled_by_Customer,CUST10768,Auto,Kanakapura_Road,BTM_Layout,,,Driver_asked_to_cancel,,,,,,
11-11-2025,13:58,BLR4000135,Success,CUST10208,Auto,Jayanagar,Basavanagudi,13.4,30.9,,,,93.34,4.34,5,4
17-11-2025,01:28,BLR4000136,Success,CUST10750,eBike,Hoodi,Malleshwaram,13.9,28.9,,,,77.34,4.3,5,5
15-11-2025,23:40,BLR4000137,Success,CUST10033,Mini,Whitefield,Indiranagar,12.6,29.2,,,,56.32,1.75,5,3
23-11-2025,08:06,BLR4000138,Success,CUST10513,eBike,Sanjay_Nagar,Brookefield,4.7,12.9,,,,249.4,16.17,5,4
20-11-2025,05:00,BLR4000139,Success,CUST10306,eBike,Electronic_City,New_BEL_Road,1.9,19.8,,,,70.87,3.72,4,4
04-11-2025,23:32,BLR4000140,Cancelled_by_Customer,CUST10689,Prime_Sedan,Kasturba_Road,Lavelle_Road,,,Driver_not_moving,,,,,,
25-11-2025,15:55,BLR4000141,Success,CUST10241,Prime_SUV,Yelahanka,Peenya,2.3,5.9,,,,232.49,13.5,3,3
10-11-2025,20:00,BLR4000142,Success,CUST10233,Auto,Brigade_Road,Peenya,6.2,16,,,,91.59,5.6,5,4
15-11-2025,01:13,BLR4000143,Success,CUST10505,Prime_SUV,Yelahanka,Electronic_City,12.8,21,,,,77.17,3.14,4,3
19-11-2025,18:33,BLR4000144,Cancelled_by_Customer,CUST10568,Auto,Malleshwaram,Vijayanagar,,,Driver_asked_to_cancel,,,,,,
26-11-2025,11:00,BLR4000145,Incomplete,CUST10705,Mini,Horamavu,Kasturba_Road,,,,,Customer_demand,,,,
07-11-2025,13:58,BLR4000146,Incomplete,CUST10561,Prime_Plus,Rajajinagar,Electronic_City,,,,,Other_issue,,,,
06-11-2025,03:05,BLR4000147,Cancelled_by_Driver,CUST10079,Prime_SUV,Banerghatta_Road,Mahadevapura,,,,Customer_sick,,,,,
04-11-2025,14:24,BLR4000148,Success,CUST10553,Prime_Plus,Ulsoor,Domlur,1.2,12,,,,66.17,2.41,4,5
05-11-2025,05:02,BLR4000149,Success,CUST10463,Prime_Sedan,Ulsoor,Wilson_Garden,6.8,26.5,,,,82.64,3.51,4,3
13-11-2025,19:24,BLR4000150,Incomplete,CUST10323,Mini,Hoodi,Nagawara,,,,,Vehicle_breakdown,,,,
25-11-2025,12:17,BLR4000151,Success,CUST10303,Prime_Plus,JP_Nagar,Banaswadi,11.4,19.2,,,,70.34,2.69,4,3
28-11-2025,20:49,BLR4000152,Success,CUST10002,Bike,HSR_Layout,Malleshwaram,5.9,18.4,,,,47.72,1.61,3,5
06-11-2025,01:07,BLR4000153,Success,CUST10725,Bike,Sarjapur_Road,Banashankari,5.7,7.8,,,,82.58,4.78,4,5
15-11-2025,13:52,BLR4000154,Cancelled_by_Driver,CUST10615,Auto,Sanjay_Nagar,Sanjay_Nagar,,,,Customer_sick,,,,,
10-11-2025,22:41,BLR4000155,Success,CUST10033,eBike,Yelahanka,Whitefield,11.4,22.8,,,,93.52,2.94,3,3
08-11-2025,14:50,BLR4000156,Success,CUST10466,eBike,Shivaji_Nagar,Banashankari,13.1,23.3,,,,209.19,9.95,3,4
13-11-2025,20:43,BLR4000157,Cancelled_by_Driver,CUST10779,Prime_SUV,Banashankari,Sadashivanagar,,,,Customer_issue,,,,,
04-11-2025,00:14,BLR4000158,Success,CUST10282,Prime_Plus,Kanakapura_Road,MG_Road,11.7,14.8,,,,113.54,3.05,5,5
15-11-2025,15:57,BLR4000159,Success,CUST10201,eBike,Mahadevapura,Banashankari,7.1,18.1,,,,87.96,5.27,4,4
14-11-2025,20:12,BLR4000160,Success,CUST10149,Mini,Yelahanka,Hoodi,3.1,20.2,,,,147,4.53,5,4
08-11-2025,15:44,BLR4000161,Cancelled_by_Driver,CUST10017,Prime_SUV,Hoodi,Malleshwaram,,,,Customer_sick,,,,,
09-11-2025,19:55,BLR4000162,Cancelled_by_Customer,CUST10750,Mini,KR_Puram,Mahadevapura,,,Wrong_address,,,,,,
15-11-2025,13:49,BLR4000163,Success,CUST10680,eBike,JP_Nagar,Hoodi,4,9.5,,,,44.42,1.31,3,3
02-11-2025,14:44,BLR4000164,Success,CUST10337,Mini,HSR_Layout,Bellandur,2.1,21.1,,,,299.45,14.64,4,5
15-11-2025,03:22,BLR4000165,Cancelled_by_Customer,CUST10295,Auto,Hoodi,Rajajinagar,,,Change_of_plans,,,,,,
25-11-2025,23:29,BLR4000166,Success,CUST10357,Mini,Banaswadi,Brookefield,2.6,17.8,,,,78.3,3.22,5,3
28-11-2025,19:35,BLR4000167,Success,CUST10600,Prime_Sedan,Hebbal,RT_Nagar,7.6,25.2,,,,100.23,4.68,5,4
07-11-2025,04:28,BLR4000168,Success,CUST10229,Bike,Cooke_Town,Brookefield,3.1,20.6,,,,106.59,5.35,4,5
10-11-2025,05:55,BLR4000169,Cancelled_by_Driver,CUST10742,eBike,Kumaraswamy_Layout,Ulsoor,,,,Personal_and_car_issues,,,,,
27-11-2025,11:09,BLR4000170,Success,CUST10398,Prime_Sedan,Kanakapura_Road,Kumaraswamy_Layout,9.3,23.5,,,,53.03,1.54,5,3
07-11-2025,13:33,BLR4000171,Cancelled_by_Customer,CUST10014,eBike,Marathahalli,Koramangala,,,Change_of_plans,,,,,,
02-11-2025,00:27,BLR4000172,Success,CUST10463,Prime_Sedan,JP_Nagar,Electronic_City,1.8,17.9,,,,154.99,6.61,3,4
15-11-2025,01:51,BLR4000173,Cancelled_by_Customer,CUST10714,Prime_Sedan,Sanjay_Nagar,Electronic_City,,,AC_not_working,,,,,,
20-11-2025,00:13,BLR4000174,Cancelled_by_Customer,CUST10207,Prime_Plus,Kengeri,Banaswadi,,,Driver_not_moving,,,,,,
23-11-2025,03:28,BLR4000175,Success,CUST10594,eBike,Electronic_City,Malleshwaram,1.2,9.8,,,,84.46,4.95,4,4
05-11-2025,17:24,BLR4000176,Cancelled_by_Driver,CUST10425,Prime_SUV,Lavelle_Road,Frazer_Town,,,,Customer_issue,,,,,
20-11-2025,11:54,BLR4000177,Cancelled_by_Customer,CUST10103,Auto,Wilson_Garden,Hennur,,,Wrong_address,,,,,,
25-11-2025,21:01,BLR4000178,Success,CUST10574,Prime_SUV,Indiranagar,New_BEL_Road,12.5,18.4,,,,100.89,4.73,3,4
27-11-2025,23:07,BLR4000179,Success,CUST10439,Mini,Sadashivanagar,Hennur,14.4,25.3,,,,91.86,3.1,4,4
14-11-2025,16:07,BLR4000180,Success,CUST10688,Prime_SUV,Peenya,Shivaji_Nagar,13.9,18.6,,,,100.45,4.7,5,4
04-11-2025,22:42,BLR4000181,Success,CUST10016,Prime_Sedan,Lavelle_Road,Banaswadi,5.2,21.5,,,,172.86,9.52,4,4
15-11-2025,07:08,BLR4000182,Success,CUST10180,Auto,HSR_Layout,KR_Puram,14.2,33.1,,,,61.16,1.91,5,4
02-11-2025,20:52,BLR4000183,Success,CUST10754,Mini,Koramangala,Cooke_Town,9.5,28.5,,,,80.47,1.58,3,4
19-11-2025,05:19,BLR4000184,Cancelled_by_Customer,CUST10015,Prime_Sedan,KR_Puram,Sadashivanagar,,,Change_of_plans,,,,,,
28-11-2025,09:59,BLR4000185,Success,CUST10058,eBike,Jayanagar,Malleshwaram,8.2,19.1,,,,130.91,7.19,4,5
01-11-2025,02:57,BLR4000186,Cancelled_by_Customer,CUST10638,Bike,Jayanagar,Banashankari,,,Change_of_plans,,,,,,
11-11-2025,21:12,BLR4000187,Success,CUST10777,Prime_SUV,JP_Nagar,Adugodi,1,15.7,,,,129.88,6.66,4,5
03-11-2025,08:36,BLR4000188,Success,CUST10129,Auto,Koramangala,BTM_Layout,6.2,17.7,,,,62.38,2,4,5
18-11-2025,11:16,BLR4000189,Cancelled_by_Customer,CUST10524,Auto,Sanjay_Nagar,MG_Road,,,Wrong_address,,,,,,
30-11-2025,03:12,BLR4000190,Success,CUST10654,Mini,Shivaji_Nagar,MG_Road,2.7,6.7,,,,68.06,2.54,3,5
25-11-2025,20:55,BLR4000191,Cancelled_by_Customer,CUST10475,Prime_SUV,Nagawara,RT_Nagar,,,Change_of_plans,,,,,,
